country_code,country_name,year,variable,valor
BE,Belgium,2015,gdp_capita_real,40310.0
BE,Belgium,2016,gdp_capita_real,40590.0
BE,Belgium,2017,gdp_capita_real,41030.0
BE,Belgium,2018,gdp_capita_real,41610.0
BE,Belgium,2019,gdp_capita_real,42400.0
BE,Belgium,2020,gdp_capita_real,40190.0
BE,Belgium,2021,gdp_capita_real,42530.0
BE,Belgium,2022,gdp_capita_real,43860.0
BE,Belgium,2023,gdp_capita_real,44230.0
BE,Belgium,2024,gdp_capita_real,44440.0
CY,Cyprus,2014,gdp_capita_real,20490.0
CY,Cyprus,2015,gdp_capita_real,21140.0
CY,Cyprus,2016,gdp_capita_real,22410.0
CY,Cyprus,2017,gdp_capita_real,23500.0
CY,Cyprus,2018,gdp_capita_real,24690.0
CY,Cyprus,2019,gdp_capita_real,25790.0
CY,Cyprus,2020,gdp_capita_real,24630.0
CY,Cyprus,2021,gdp_capita_real,27030.0
CY,Cyprus,2022,gdp_capita_real,28730.0
CY,Cyprus,2023,gdp_capita_real,29200.0
CY,Cyprus,2024,gdp_capita_real,29820.0
DE,Germany,2014,gdp_capita_real,40850.0
DE,Germany,2015,gdp_capita_real,41230.0
DE,Germany,2016,gdp_capita_real,41880.0
DE,Germany,2017,gdp_capita_real,42960.0
DE,Germany,2018,gdp_capita_real,43390.0
DE,Germany,2019,gdp_capita_real,43790.0
DE,Germany,2020,gdp_capita_real,42020.0
DE,Germany,2021,gdp_capita_real,43730.0
DE,Germany,2022,gdp_capita_real,44230.0
DE,Germany,2023,gdp_capita_real,43450.0
DE,Germany,2024,gdp_capita_real,43110.0
EE,Estonia,2014,gdp_capita_real,18280.0
EE,Estonia,2015,gdp_capita_real,18650.0
EE,Estonia,2016,gdp_capita_real,19190.0
EE,Estonia,2017,gdp_capita_real,20270.0
EE,Estonia,2018,gdp_capita_real,20970.0
EE,Estonia,2019,gdp_capita_real,21650.0
EE,Estonia,2020,gdp_capita_real,20960.0
EE,Estonia,2021,gdp_capita_real,22670.0
EE,Estonia,2022,gdp_capita_real,22370.0
EE,Estonia,2023,gdp_capita_real,21210.0
EE,Estonia,2024,gdp_capita_real,21060.0
EL,Greece,2014,gdp_capita_real,16030.0
EL,Greece,2015,gdp_capita_real,16100.0
EL,Greece,2016,gdp_capita_real,16160.0
EL,Greece,2017,gdp_capita_real,16430.0
EL,Greece,2018,gdp_capita_real,16810.0
EL,Greece,2019,gdp_capita_real,17210.0
EL,Greece,2020,gdp_capita_real,15660.0
EL,Greece,2021,gdp_capita_real,17110.0
EL,Greece,2022,gdp_capita_real,18160.0
EL,Greece,2023,gdp_capita_real,18600.0
EL,Greece,2024,gdp_capita_real,19020.0
ES,Spain,2014,gdp_capita_real,23730.0
ES,Spain,2015,gdp_capita_real,24720.0
ES,Spain,2016,gdp_capita_real,25420.0
ES,Spain,2017,gdp_capita_real,26110.0
ES,Spain,2018,gdp_capita_real,26620.0
ES,Spain,2019,gdp_capita_real,26930.0
ES,Spain,2020,gdp_capita_real,23850.0
ES,Spain,2021,gdp_capita_real,25440.0
ES,Spain,2022,gdp_capita_real,26820.0
ES,Spain,2023,gdp_capita_real,27150.0
ES,Spain,2024,gdp_capita_real,27800.0
FI,Finland,2014,gdp_capita_real,40650.0
FI,Finland,2015,gdp_capita_real,40700.0
FI,Finland,2016,gdp_capita_real,41640.0
FI,Finland,2017,gdp_capita_real,42910.0
FI,Finland,2018,gdp_capita_real,43360.0
FI,Finland,2019,gdp_capita_real,43910.0
FI,Finland,2020,gdp_capita_real,42740.0
FI,Finland,2021,gdp_capita_real,43800.0
FI,Finland,2022,gdp_capita_real,44010.0
FI,Finland,2023,gdp_capita_real,43280.0
FI,Finland,2024,gdp_capita_real,43110.0
FR,France,2014,gdp_capita_real,35150.0
FR,France,2015,gdp_capita_real,35370.0
FR,France,2016,gdp_capita_real,35540.0
FR,France,2017,gdp_capita_real,36140.0
FR,France,2018,gdp_capita_real,36570.0
FR,France,2019,gdp_capita_real,37160.0
FR,France,2020,gdp_capita_real,34280.0
FR,France,2021,gdp_capita_real,36470.0
FR,France,2022,gdp_capita_real,37320.0
FR,France,2023,gdp_capita_real,37760.0
FR,France,2024,gdp_capita_real,38110.0
HR,Croatia,2014,gdp_capita_real,11370.0
HR,Croatia,2015,gdp_capita_real,11760.0
HR,Croatia,2016,gdp_capita_real,12320.0
HR,Croatia,2017,gdp_capita_real,12910.0
HR,Croatia,2018,gdp_capita_real,13460.0
HR,Croatia,2019,gdp_capita_real,14020.0
HR,Croatia,2020,gdp_capita_real,12980.0
HR,Croatia,2021,gdp_capita_real,14750.0
HR,Croatia,2022,gdp_capita_real,15900.0
HR,Croatia,2023,gdp_capita_real,16490.0
HR,Croatia,2024,gdp_capita_real,17060.0
IE,Ireland,2014,gdp_capita_real,48770.0
IE,Ireland,2015,gdp_capita_real,60210.0
IE,Ireland,2016,gdp_capita_real,60220.0
IE,Ireland,2017,gdp_capita_real,65370.0
IE,Ireland,2018,gdp_capita_real,69390.0
IE,Ireland,2019,gdp_capita_real,71720.0
IE,Ireland,2020,gdp_capita_real,75820.0
IE,Ireland,2021,gdp_capita_real,87160.0
IE,Ireland,2022,gdp_capita_real,91760.0
IE,Ireland,2023,gdp_capita_real,87810.0
IE,Ireland,2024,gdp_capita_real,88600.0
IT,Italy,2014,gdp_capita_real,28910.0
IT,Italy,2015,gdp_capita_real,29210.0
IT,Italy,2016,gdp_capita_real,29630.0
IT,Italy,2017,gdp_capita_real,30160.0
IT,Italy,2018,gdp_capita_real,30470.0
IT,Italy,2019,gdp_capita_real,30680.0
IT,Italy,2020,gdp_capita_real,28100.0
IT,Italy,2021,gdp_capita_real,30760.0
IT,Italy,2022,gdp_capita_real,32310.0
IT,Italy,2023,gdp_capita_real,32630.0
IT,Italy,2024,gdp_capita_real,32900.0
LT,Lithuania,2014,gdp_capita_real,14100.0
LT,Lithuania,2015,gdp_capita_real,14630.0
LT,Lithuania,2016,gdp_capita_real,15200.0
LT,Lithuania,2017,gdp_capita_real,16090.0
LT,Lithuania,2018,gdp_capita_real,17030.0
LT,Lithuania,2019,gdp_capita_real,17870.0
LT,Lithuania,2020,gdp_capita_real,17890.0
LT,Lithuania,2021,gdp_capita_real,19040.0
LT,Lithuania,2022,gdp_capita_real,19350.0
LT,Lithuania,2023,gdp_capita_real,19220.0
LT,Lithuania,2024,gdp_capita_real,19690.0
LU,Luxembourg,2014,gdp_capita_real,102250.0
LU,Luxembourg,2015,gdp_capita_real,102530.0
LU,Luxembourg,2016,gdp_capita_real,104920.0
LU,Luxembourg,2017,gdp_capita_real,104020.0
LU,Luxembourg,2018,gdp_capita_real,103640.0
LU,Luxembourg,2019,gdp_capita_real,104310.0
LU,Luxembourg,2020,gdp_capita_real,102190.0
LU,Luxembourg,2021,gdp_capita_real,107570.0
LU,Luxembourg,2022,gdp_capita_real,104100.0
LU,Luxembourg,2023,gdp_capita_real,102250.0
LU,Luxembourg,2024,gdp_capita_real,101000.0
LV,Latvia,2014,gdp_capita_real,13140.0
LV,Latvia,2015,gdp_capita_real,13750.0
LV,Latvia,2016,gdp_capita_real,14230.0
LV,Latvia,2017,gdp_capita_real,14850.0
LV,Latvia,2018,gdp_capita_real,15610.0
LV,Latvia,2019,gdp_capita_real,15820.0
LV,Latvia,2020,gdp_capita_real,15370.0
LV,Latvia,2021,gdp_capita_real,16580.0
LV,Latvia,2022,gdp_capita_real,16890.0
LV,Latvia,2023,gdp_capita_real,16770.0
LV,Latvia,2024,gdp_capita_real,16910.0
MT,Malta,2014,gdp_capita_real,23840.0
MT,Malta,2015,gdp_capita_real,25520.0
MT,Malta,2016,gdp_capita_real,25960.0
MT,Malta,2017,gdp_capita_real,28530.0
MT,Malta,2018,gdp_capita_real,29510.0
MT,Malta,2019,gdp_capita_real,29480.0
MT,Malta,2020,gdp_capita_real,27870.0
MT,Malta,2021,gdp_capita_real,31420.0
MT,Malta,2022,gdp_capita_real,31390.0
MT,Malta,2023,gdp_capita_real,33380.0
MT,Malta,2024,gdp_capita_real,34480.0
NL,Netherlands,2014,gdp_capita_real,44780.0
NL,Netherlands,2015,gdp_capita_real,45530.0
NL,Netherlands,2016,gdp_capita_real,46380.0
NL,Netherlands,2017,gdp_capita_real,47390.0
NL,Netherlands,2018,gdp_capita_real,48180.0
NL,Netherlands,2019,gdp_capita_real,48970.0
NL,Netherlands,2020,gdp_capita_real,46810.0
NL,Netherlands,2021,gdp_capita_real,49490.0
NL,Netherlands,2022,gdp_capita_real,51480.0
NL,Netherlands,2023,gdp_capita_real,50660.0
NL,Netherlands,2024,gdp_capita_real,50880.0
PT,Portugal,2014,gdp_capita_real,18560.0
PT,Portugal,2015,gdp_capita_real,18920.0
PT,Portugal,2016,gdp_capita_real,19350.0
PT,Portugal,2017,gdp_capita_real,20020.0
PT,Portugal,2018,gdp_capita_real,20620.0
PT,Portugal,2019,gdp_capita_real,21150.0
PT,Portugal,2020,gdp_capita_real,19360.0
PT,Portugal,2021,gdp_capita_real,20390.0
PT,Portugal,2022,gdp_capita_real,21690.0
PT,Portugal,2023,gdp_capita_real,22130.0
PT,Portugal,2024,gdp_capita_real,22370.0
SI,Slovenia,2014,gdp_capita_real,19720.0
SI,Slovenia,2015,gdp_capita_real,20170.0
SI,Slovenia,2016,gdp_capita_real,20770.0
SI,Slovenia,2017,gdp_capita_real,21830.0
SI,Slovenia,2018,gdp_capita_real,22720.0
SI,Slovenia,2019,gdp_capita_real,23330.0
SI,Slovenia,2020,gdp_capita_real,22230.0
SI,Slovenia,2021,gdp_capita_real,24040.0
SI,Slovenia,2022,gdp_capita_real,24660.0
SI,Slovenia,2023,gdp_capita_real,25120.0
SI,Slovenia,2024,gdp_capita_real,25480.0
SK,Slovakia,2014,gdp_capita_real,15220.0
SK,Slovakia,2015,gdp_capita_real,16000.0
SK,Slovakia,2016,gdp_capita_real,16280.0
SK,Slovakia,2017,gdp_capita_real,16730.0
SK,Slovakia,2018,gdp_capita_real,17380.0
SK,Slovakia,2019,gdp_capita_real,17760.0
SK,Slovakia,2020,gdp_capita_real,17270.0
SK,Slovakia,2021,gdp_capita_real,18320.0
SK,Slovakia,2022,gdp_capita_real,18360.0
SK,Slovakia,2023,gdp_capita_real,18750.0
SK,Slovakia,2024,gdp_capita_real,19110.0
AT,Austria,2014,inflation_rate,1.5
AT,Austria,2015,inflation_rate,0.8
AT,Austria,2016,inflation_rate,1.0
AT,Austria,2017,inflation_rate,2.2
AT,Austria,2018,inflation_rate,2.1
AT,Austria,2019,inflation_rate,1.5
AT,Austria,2020,inflation_rate,1.4
AT,Austria,2021,inflation_rate,2.8
AT,Austria,2022,inflation_rate,8.6
AT,Austria,2023,inflation_rate,7.7
AT,Austria,2024,inflation_rate,2.9
BE,Belgium,2014,inflation_rate,0.5
BE,Belgium,2015,inflation_rate,0.6
BE,Belgium,2016,inflation_rate,1.8
BE,Belgium,2017,inflation_rate,2.2
BE,Belgium,2018,inflation_rate,2.3
BE,Belgium,2019,inflation_rate,1.3
BE,Belgium,2020,inflation_rate,0.4
BE,Belgium,2021,inflation_rate,3.2
BE,Belgium,2022,inflation_rate,10.3
BE,Belgium,2023,inflation_rate,2.3
BE,Belgium,2024,inflation_rate,4.3
CY,Cyprus,2014,inflation_rate,-0.3
CY,Cyprus,2015,inflation_rate,-1.5
CY,Cyprus,2016,inflation_rate,-1.2
CY,Cyprus,2017,inflation_rate,0.7
CY,Cyprus,2018,inflation_rate,0.8
CY,Cyprus,2019,inflation_rate,0.5
CY,Cyprus,2020,inflation_rate,-1.1
CY,Cyprus,2021,inflation_rate,2.3
CY,Cyprus,2022,inflation_rate,8.1
CY,Cyprus,2023,inflation_rate,3.9
CY,Cyprus,2024,inflation_rate,2.3
DE,Germany,2014,inflation_rate,0.8
DE,Germany,2015,inflation_rate,0.7
DE,Germany,2016,inflation_rate,0.4
DE,Germany,2017,inflation_rate,1.7
DE,Germany,2018,inflation_rate,1.9
DE,Germany,2019,inflation_rate,1.4
DE,Germany,2020,inflation_rate,0.4
DE,Germany,2021,inflation_rate,3.2
DE,Germany,2022,inflation_rate,8.7
DE,Germany,2023,inflation_rate,6.0
DE,Germany,2024,inflation_rate,2.5
EE,Estonia,2014,inflation_rate,0.5
EE,Estonia,2015,inflation_rate,0.1
EE,Estonia,2016,inflation_rate,0.8
EE,Estonia,2017,inflation_rate,3.7
EE,Estonia,2018,inflation_rate,3.4
EE,Estonia,2019,inflation_rate,2.3
EE,Estonia,2020,inflation_rate,-0.6
EE,Estonia,2021,inflation_rate,4.5
EE,Estonia,2022,inflation_rate,19.4
EE,Estonia,2023,inflation_rate,9.1
EE,Estonia,2024,inflation_rate,3.7
EL,Greece,2014,inflation_rate,-1.4
EL,Greece,2015,inflation_rate,-1.1
EL,Greece,2016,inflation_rate,0.0
EL,Greece,2017,inflation_rate,1.1
EL,Greece,2018,inflation_rate,0.8
EL,Greece,2019,inflation_rate,0.5
EL,Greece,2020,inflation_rate,-1.3
EL,Greece,2021,inflation_rate,0.6
EL,Greece,2022,inflation_rate,9.3
EL,Greece,2023,inflation_rate,4.2
EL,Greece,2024,inflation_rate,3.0
ES,Spain,2014,inflation_rate,-0.2
ES,Spain,2015,inflation_rate,-0.6
ES,Spain,2016,inflation_rate,-0.3
ES,Spain,2017,inflation_rate,2.0
ES,Spain,2018,inflation_rate,1.7
ES,Spain,2019,inflation_rate,0.8
ES,Spain,2020,inflation_rate,-0.3
ES,Spain,2021,inflation_rate,3.0
ES,Spain,2022,inflation_rate,8.3
ES,Spain,2023,inflation_rate,3.4
ES,Spain,2024,inflation_rate,2.9
FI,Finland,2014,inflation_rate,1.2
FI,Finland,2015,inflation_rate,-0.2
FI,Finland,2016,inflation_rate,0.4
FI,Finland,2017,inflation_rate,0.8
FI,Finland,2018,inflation_rate,1.2
FI,Finland,2019,inflation_rate,1.1
FI,Finland,2020,inflation_rate,0.4
FI,Finland,2021,inflation_rate,2.1
FI,Finland,2022,inflation_rate,7.2
FI,Finland,2023,inflation_rate,4.3
FI,Finland,2024,inflation_rate,1.0
FR,France,2014,inflation_rate,0.6
FR,France,2015,inflation_rate,0.1
FR,France,2016,inflation_rate,0.3
FR,France,2017,inflation_rate,1.2
FR,France,2018,inflation_rate,2.1
FR,France,2019,inflation_rate,1.3
FR,France,2020,inflation_rate,0.5
FR,France,2021,inflation_rate,2.1
FR,France,2022,inflation_rate,5.9
FR,France,2023,inflation_rate,5.7
FR,France,2024,inflation_rate,2.3
HR,Croatia,2014,inflation_rate,0.2
HR,Croatia,2015,inflation_rate,-0.3
HR,Croatia,2016,inflation_rate,-0.6
HR,Croatia,2017,inflation_rate,1.3
HR,Croatia,2018,inflation_rate,1.6
HR,Croatia,2019,inflation_rate,0.8
HR,Croatia,2020,inflation_rate,0.0
HR,Croatia,2021,inflation_rate,2.7
HR,Croatia,2022,inflation_rate,10.7
HR,Croatia,2023,inflation_rate,8.4
HR,Croatia,2024,inflation_rate,4.0
IE,Ireland,2014,inflation_rate,0.3
IE,Ireland,2015,inflation_rate,0.0
IE,Ireland,2016,inflation_rate,-0.2
IE,Ireland,2017,inflation_rate,0.3
IE,Ireland,2018,inflation_rate,0.7
IE,Ireland,2019,inflation_rate,0.9
IE,Ireland,2020,inflation_rate,-0.5
IE,Ireland,2021,inflation_rate,2.4
IE,Ireland,2022,inflation_rate,8.1
IE,Ireland,2023,inflation_rate,5.2
IE,Ireland,2024,inflation_rate,1.3
IT,Italy,2014,inflation_rate,0.2
IT,Italy,2015,inflation_rate,0.2
IT,Italy,2016,inflation_rate,-0.1
IT,Italy,2017,inflation_rate,1.3
IT,Italy,2018,inflation_rate,1.2
IT,Italy,2019,inflation_rate,0.7
IT,Italy,2020,inflation_rate,-0.2
IT,Italy,2021,inflation_rate,2.0
IT,Italy,2022,inflation_rate,8.7
IT,Italy,2023,inflation_rate,5.9
IT,Italy,2024,inflation_rate,1.1
LT,Lithuania,2014,inflation_rate,0.2
LT,Lithuania,2015,inflation_rate,-0.7
LT,Lithuania,2016,inflation_rate,0.7
LT,Lithuania,2017,inflation_rate,3.7
LT,Lithuania,2018,inflation_rate,2.5
LT,Lithuania,2019,inflation_rate,2.2
LT,Lithuania,2020,inflation_rate,1.1
LT,Lithuania,2021,inflation_rate,4.6
LT,Lithuania,2022,inflation_rate,18.9
LT,Lithuania,2023,inflation_rate,8.7
LT,Lithuania,2024,inflation_rate,0.9
LU,Luxembourg,2014,inflation_rate,0.7
LU,Luxembourg,2015,inflation_rate,0.1
LU,Luxembourg,2016,inflation_rate,0.0
LU,Luxembourg,2017,inflation_rate,2.1
LU,Luxembourg,2018,inflation_rate,2.0
LU,Luxembourg,2019,inflation_rate,1.7
LU,Luxembourg,2020,inflation_rate,0.0
LU,Luxembourg,2021,inflation_rate,3.5
LU,Luxembourg,2022,inflation_rate,8.2
LU,Luxembourg,2023,inflation_rate,2.9
LU,Luxembourg,2024,inflation_rate,2.3
LV,Latvia,2014,inflation_rate,0.7
LV,Latvia,2015,inflation_rate,0.2
LV,Latvia,2016,inflation_rate,0.1
LV,Latvia,2017,inflation_rate,2.9
LV,Latvia,2018,inflation_rate,2.6
LV,Latvia,2019,inflation_rate,2.7
LV,Latvia,2020,inflation_rate,0.1
LV,Latvia,2021,inflation_rate,3.2
LV,Latvia,2022,inflation_rate,17.2
LV,Latvia,2023,inflation_rate,9.1
LV,Latvia,2024,inflation_rate,1.3
MT,Malta,2014,inflation_rate,0.8
MT,Malta,2015,inflation_rate,1.2
MT,Malta,2016,inflation_rate,0.9
MT,Malta,2017,inflation_rate,1.3
MT,Malta,2018,inflation_rate,1.7
MT,Malta,2019,inflation_rate,1.5
MT,Malta,2020,inflation_rate,0.8
MT,Malta,2021,inflation_rate,0.7
MT,Malta,2022,inflation_rate,6.1
MT,Malta,2023,inflation_rate,5.6
MT,Malta,2024,inflation_rate,2.4
NL,Netherlands,2014,inflation_rate,0.3
NL,Netherlands,2015,inflation_rate,0.2
NL,Netherlands,2016,inflation_rate,0.1
NL,Netherlands,2017,inflation_rate,1.3
NL,Netherlands,2018,inflation_rate,1.6
NL,Netherlands,2019,inflation_rate,2.7
NL,Netherlands,2020,inflation_rate,1.1
NL,Netherlands,2021,inflation_rate,2.8
NL,Netherlands,2022,inflation_rate,11.6
NL,Netherlands,2023,inflation_rate,4.1
NL,Netherlands,2024,inflation_rate,3.2
PT,Portugal,2014,inflation_rate,-0.2
PT,Portugal,2015,inflation_rate,0.5
PT,Portugal,2016,inflation_rate,0.6
PT,Portugal,2017,inflation_rate,1.6
PT,Portugal,2018,inflation_rate,1.2
PT,Portugal,2019,inflation_rate,0.3
PT,Portugal,2020,inflation_rate,-0.1
PT,Portugal,2021,inflation_rate,0.9
PT,Portugal,2022,inflation_rate,8.1
PT,Portugal,2023,inflation_rate,5.3
PT,Portugal,2024,inflation_rate,2.7
SI,Slovenia,2014,inflation_rate,0.4
SI,Slovenia,2015,inflation_rate,-0.8
SI,Slovenia,2016,inflation_rate,-0.2
SI,Slovenia,2017,inflation_rate,1.6
SI,Slovenia,2018,inflation_rate,1.9
SI,Slovenia,2019,inflation_rate,1.7
SI,Slovenia,2020,inflation_rate,-0.3
SI,Slovenia,2021,inflation_rate,2.0
SI,Slovenia,2022,inflation_rate,9.3
SI,Slovenia,2023,inflation_rate,7.2
SI,Slovenia,2024,inflation_rate,2.0
SK,Slovakia,2014,inflation_rate,-0.1
SK,Slovakia,2015,inflation_rate,-0.3
SK,Slovakia,2016,inflation_rate,-0.5
SK,Slovakia,2017,inflation_rate,1.4
SK,Slovakia,2018,inflation_rate,2.5
SK,Slovakia,2019,inflation_rate,2.8
SK,Slovakia,2020,inflation_rate,2.0
SK,Slovakia,2021,inflation_rate,2.8
SK,Slovakia,2022,inflation_rate,12.1
SK,Slovakia,2023,inflation_rate,11.0
SK,Slovakia,2024,inflation_rate,3.2
